"dod_nbr","dod_so","dod_line","dod_part","dod_qty","do_um","do_status","SPB Create Date"
"10101681","10101326","1","222-6246-1LT","12.00","EA","2","2021-02-17"
"10101681","10101326","2","222-0001-1LT","30.00","EA","2","2021-02-17"
"10101681","10101326","3","222-2179-1LT","6.00","EA","2","2021-02-17"
"10101682","10101322","1","083-0020-0.9LT","15.00","EA","2","2021-02-17"
"10101682","10101322","2","222-2102-1LT","12.00","EA","2","2021-02-17"
"10101683","10101324","1","245-0013-1LT","51.00","EA","2","2021-02-17"
"10101683","10101324","2","245-3228-1LT","30.00","EA","2","2021-02-17"
"10101684","10101330","1","245-1258-1LT","12.00","EA","2","2021-02-17"
"10101684","10101330","2","245-2409-1LT","30.00","EA","2","2021-02-17"
"10101685","10101331","1","292-B001-2.5LT","8.00","EA","2","2021-02-17"
"10101686","10101332","1","980-8764-1LT","6.00","EA","2","2021-02-17"
"10101686","10101332","2","980-0099-1LT","6.00","EA","2","2021-02-17"
"10101687","10101335","1","292-C001-2.5LT","4.00","EA","2","2021-02-17"
"10101687","10101335","2","292-D001-2.5LT","2.00","EA","2","2021-02-17"
"10101687","10101335","3","268-D001-2.5LT","2.00","EA","2","2021-02-17"
"10101687","10101335","4","281-C001-25KG","1.00","EA","2","2021-02-17"
"10101688","10101346","1","281-C001-5KG","4.00","EA","2","2021-02-17"
"10101688","10101346","2","268-B001-2.5LT","8.00","EA","2","2021-02-17"
"10101688","10101346","3","534-0001-1LTSET","6.00","EA","2","2021-02-17"
"10101688","10101346","5","083-2814-3.785LT","8.00","EA","2","2021-02-17"
"10101688","10101346","6","083-8722-0.9LT","12.00","EA","2","2021-02-17"
"10101688","10101346","7","980-8004-1LT","12.00","EA","2","2021-02-17"
"10101689","10101348","1","222-0001-1LT","18.00","EA","2","2021-02-17"
"10101690","10101350","1","245-0001-1LT","6.00","EA","2","2021-02-17"
"10101690","10101350","2","245-2651-1LT","3.00","EA","2","2021-02-17"
"10101690","10101350","3","534-0001-1LTSET","6.00","EA","2","2021-02-17"
"10101690","10101350","4","534-0620-1LTSET","6.00","EA","2","2021-02-17"
"10101691","10101353","1","534-0620-1LTSET","12.00","EA","2","2021-02-17"
"10101691","10101353","2","534-0001-1LTSET","6.00","EA","2","2021-02-17"
"10101691","10101353","3","798-0077-5LT","2.00","EA","2","2021-02-17"
"10101692","10101358","1","281-2290-25KG","4.00","EA","2","2021-02-17"
"10101692","10101358","2","292-A001-2.5LT","4.00","EA","2","2021-02-17"
"10101693","10101360","1","534-0620-1LTSET","30.00","EA","2","2021-02-17"
"10101694","10101361","1","222-0020-1LT","12.00","EA","2","2021-02-17"
"10101695","10101362","1","292-A001-20LT","5.00","EA","2","2021-02-17"
"10101696","10101325","1","222-2261-1LT","6.00","EA","2","2021-02-17"
"10101696","10101325","2","222-2833-1LT","12.00","EA","2","2021-02-17"
"10101696","10101325","3","105-0001-0.9LTSET","60.00","EA","2","2021-02-17"
"10101696","10101325","4","105-0104-0.9LTSET","48.00","EA","2","2021-02-17"
"10101696","10101325","5","105-5342-0.9LTSET","12.00","EA","2","2021-02-17"
"10101696","10101325","6","105-4660-0.9LTSET","60.00","EA","2","2021-02-17"
"10101696","10101325","7","105-3562-0.9LTSET","30.00","EA","2","2021-02-17"
"10101696","10101325","8","105-0404-0.9LTSET","18.00","EA","2","2021-02-17"
"10101697","10101327","1","534-0001-1LTSET","36.00","EA","2","2021-02-17"
"10101697","10101327","2","222-0020-1LT","6.00","EA","2","2021-02-17"
"10101697","10101327","4","222-0001-1LT","6.00","EA","2","2021-02-17"
"10101698","10101338","1","799-ARB1-1LT","1.00","EA","2","2021-02-17"
"10101698","10101338","2","799-AMX1-1LT","1.00","EA","2","2021-02-17"
"10101698","10101338","3","799-AYB2-1LT","1.00","EA","2","2021-02-17"
"10101699","10101341","1","245-2515-1LT","30.00","EA","2","2021-02-17"
"10101699","10101341","2","245-4401-1LT","36.00","EA","2","2021-02-17"
"10101700","10101333","1","222-7314-1LT","18.00","EA","2","2021-02-17"
"10101700","10101333","2","222-6237-1LT","12.00","EA","2","2021-02-17"
"10101700","10101333","4","222-0020-1LT","36.00","EA","2","2021-02-17"
"10101700","10101333","5","222-1317-1LT","6.00","EA","2","2021-02-17"
"10101700","10101333","6","222-1187-1LT","3.00","EA","2","2021-02-17"
"10101700","10101333","7","222-3168-1LT","3.00","EA","2","2021-02-17"
"10101700","10101333","8","222-9405-1LT","3.00","EA","2","2021-02-17"
"10101700","10101333","9","534-0620-1LTSET","150.00","EA","2","2021-02-17"
"10101700","10101333","10","534-0001-1LTSET","30.00","EA","2","2021-02-17"
"10101700","10101333","11","245-0001-1LT","30.00","EA","2","2021-02-17"
"10101701","10101334","1","222-2833-1LT","30.00","EA","2","2021-02-17"
"10101701","10101334","2","222-6621-1LT","30.00","EA","2","2021-02-17"
"10101702","10101364","1","281-A001-25KG","3.00","EA","2","2021-02-17"
"10101703","10101367","1","083-0001-0.9LT","12.00","EA","2","2021-02-17"
"10101703","10101367","2","083-2814-0.9LT","12.00","EA","2","2021-02-17"
"10101703","10101367","3","273-1211-3.785LT","4.00","EA","2","2021-02-17"
"10101704","10101323","1","327-0002-1LT","6.00","EA","2","2021-02-17"
"10101705","10101347","1","245-0001-1LT","6.00","EA","2","2021-02-17"
"10101705","10101347","2","245-0020-1LT","3.00","EA","2","2021-02-17"
"10101705","10101347","3","245-1624-1LT","2.00","EA","2","2021-02-17"
"10101705","10101347","4","245-0006-1LT","2.00","EA","2","2021-02-17"
"10101705","10101347","5","245-8479-1LT","2.00","EA","2","2021-02-17"
"10101705","10101347","6","245-1542-1LT","2.00","EA","2","2021-02-17"
"10101705","10101347","7","245-4562-1LT","2.00","EA","2","2021-02-17"
"10101705","10101347","8","430-5040-1LTSET","2.00","EA","2","2021-02-17"
"10101706","10101329","1","327-2168-1LT","1.00","EA","2","2021-02-17"
"10101706","10101329","2","327-3809-1LT","3.00","EA","2","2021-02-17"
"10101706","10101329","3","327-0020-1LT","1.00","EA","2","2021-02-17"
"10101706","10101329","4","327-0002-1LT","2.00","EA","2","2021-02-17"
"10101706","10101329","5","327-6017-1LT","1.00","EA","2","2021-02-17"
"10101706","10101329","6","327-4683-1LT","1.00","EA","2","2021-02-17"
"10101706","10101329","7","327-4684-1LT","1.00","EA","2","2021-02-17"
"10101706","10101329","8","430-5050-1LTSET","12.00","EA","2","2021-02-17"
"10101707","10101349","1","245-0001-1LT","12.00","EA","2","2021-02-17"
"10101707","10101349","2","430-5040-1LTSET","5.00","EA","2","2021-02-17"
"10101708","10101328","1","430-5047-0.8LT","30.00","EA","2","2021-02-17"
"10101708","10101328","2","741-0000-0.2LT","30.00","EA","2","2021-02-17"
"10101709","10101351","1","222-0001-1LT","24.00","EA","2","2021-02-17"
"10101710","10101365","1","799-ABX1-1LT","2.00","EA","2","2021-02-17"
"10101710","10101365","2","799-AYO1-1LT","2.00","EA","2","2021-02-17"
"10101710","10101365","3","799-AWX1-1LT","1.00","EA","2","2021-02-17"
"10101711","10101343","1","222-0020-1LT","6.00","EA","2","2021-02-17"
"10101711","10101343","3","245-0001-1LT","6.00","EA","2","2021-02-17"
"10101712","10101359","1","222-4563-1LT","6.00","EA","2","2021-02-17"
"10101713","10101355","1","222-0001-1LT","6.00","EA","2","2021-02-17"
"10101713","10101355","2","222-0013-1LT","6.00","EA","2","2021-02-17"
"10101714","10101356","1","430-5054-1LTSET","6.00","EA","2","2021-02-17"
"10101714","10101356","3","442-0099-1LT","6.00","EA","2","2021-02-17"
"10101714","10101356","4","534-0620-1LTSET","6.00","EA","2","2021-02-17"
"10101715","10101357","1","245-0001-1LT","6.00","EA","2","2021-02-17"
"10101715","10101357","2","245-2179-1LT","3.00","EA","2","2021-02-17"
"10101715","10101357","3","245-1176-1LT","2.00","EA","2","2021-02-17"
"10101716","10101317","1","083-0001-0.9LT","12.00","EA","2","2021-02-17"
"10101716","10101317","2","281-2290-5KG","4.00","EA","2","2021-02-17"
"10101716","10101317","3","281-B001-5KG","2.00","EA","2","2021-02-17"
"10101716","10101317","4","281-A001-25KG","4.00","EA","2","2021-02-17"
"10101716","10101317","5","281-C001-5KG","2.00","EA","2","2021-02-17"
"10101716","10101317","6","281-A001-5KG","8.00","EA","2","2021-02-17"
"10101716","10101317","7","268-A001-2.5LT","2.00","EA","2","2021-02-17"
"10101716","10101317","8","268-A001-20LT","1.00","EA","2","2021-02-17"
"10101716","10101317","9","268-B001-2.5LT","6.00","EA","2","2021-02-17"
"10101716","10101317","10","083-0020-0.9LT","3.00","EA","2","2021-02-17"
"10101716","10101317","11","083-7102-0.9LT","3.00","EA","2","2021-02-17"
"10101716","10101317","12","105-0001-0.9LTSET","3.00","EA","2","2021-02-17"
"10101716","10101317","13","105-4660-0.9LTSET","3.00","EA","2","2021-02-17"
"10101717","10101318","1","083-0001-0.9LT","30.00","EA","2","2021-02-17"
"10101717","10101318","2","281-2290-5KG","8.00","EA","2","2021-02-17"
"10101717","10101318","3","281-C001-5KG","2.00","EA","2","2021-02-17"
"10101717","10101318","4","292-A001-2.5LT","2.00","EA","2","2021-02-17"
"10101717","10101318","5","292-D001-2.5LT","4.00","EA","2","2021-02-17"
"10101717","10101318","6","268-A001-2.5LT","12.00","EA","2","2021-02-17"
"10101717","10101318","7","292-B001-2.5LT","3.00","EA","2","2021-02-17"
"10101717","10101318","8","591-0001-2.5LT","4.00","EA","2","2021-02-17"
"10101717","10101318","9","268-B001-2.5LT","2.00","EA","2","2021-02-17"
"10101717","10101318","10","083-0020-0.9LT","3.00","EA","2","2021-02-17"
"10101717","10101318","11","267-D001-2.5LT","2.00","EA","2","2021-02-17"
"10101717","10101318","12","083-7102-0.9LT","12.00","EA","2","2021-02-17"
"10101717","10101318","13","105-0020-0.9LTSET","3.00","EA","2","2021-02-17"
"10101717","10101318","14","083-8723-0.9LT","3.00","EA","2","2021-02-17"
"10101717","10101318","15","273-4287-3.785LT","4.00","EA","2","2021-02-17"
"10101718","10101319","1","083-0001-0.9LT","6.00","EA","2","2021-02-17"
"10101718","10101319","2","281-B001-5KG","4.00","EA","2","2021-02-17"
"10101718","10101319","3","281-C001-5KG","2.00","EA","2","2021-02-17"
"10101718","10101319","4","083-0020-0.9LT","6.00","EA","2","2021-02-17"
"10101718","10101319","5","267-D001-2.5LT","4.00","EA","2","2021-02-17"
"10101718","10101319","6","267-B001-2.5LT","2.00","EA","2","2021-02-17"
"10101718","10101319","7","083-8722-0.9LT","3.00","EA","2","2021-02-17"
"10101719","10101321","1","292-A001-20LT","1.00","EA","2","2021-02-17"
"10101719","10101321","2","268-A001-2.5LT","8.00","EA","2","2021-02-17"
"10101719","10101321","3","268-2290-20LT","1.00","EA","2","2021-02-17"
"10101719","10101321","4","268-D001-20LT","1.00","EA","2","2021-02-17"
"10101719","10101321","5","083-8723-0.9LT","3.00","EA","2","2021-02-17"
"10101719","10101321","6","273-4287-3.785LT","2.00","EA","2","2021-02-17"
"10101719","10101321","7","799-AYB1-1LT","1.00","EA","2","2021-02-17"
"10101719","10101321","8","292-D001-20LT","1.00","EA","2","2021-02-17"
"10101719","10101321","9","083-6619-0.9LT","3.00","EA","2","2021-02-17"
"10101720","10101320","1","281-2290-5KG","4.00","EA","2","2021-02-17"
"10101720","10101320","2","281-2290-25KG","2.00","EA","2","2021-02-17"
"10101720","10101320","3","292-B001-2.5LT","4.00","EA","2","2021-02-17"
"10101720","10101320","4","591-0001-2.5LT","6.00","EA","2","2021-02-17"
"10101720","10101320","5","105-0001-0.9LTSET","3.00","EA","2","2021-02-17"
"10101720","10101320","6","267-B001-20LT","1.00","EA","2","2021-02-17"
"10101721","10101354","1","222-5542-1LT","3.00","EA","2","2021-02-17"
"10101721","10101354","2","222-4563-1LT","3.00","EA","2","2021-02-17"
"10101721","10101354","3","222-0001-1LT","18.00","EA","2","2021-02-17"
"10101721","10101354","4","222-0020-1LT","6.00","EA","2","2021-02-17"
"10101721","10101354","5","222-2833-1LT","6.00","EA","2","2021-02-17"
"10101721","10101354","6","105-0001-0.9LTSET","12.00","EA","2","2021-02-17"
"10101721","10101354","8","245-2165-1LT","6.00","EA","2","2021-02-17"
"10101721","10101354","9","245-1239-1LT","3.00","EA","2","2021-02-17"
"10101721","10101354","11","245-2651-1LT","3.00","EA","2","2021-02-17"
"10101722","10101366","2","430-5054-1LTSET","6.00","EA","2","2021-02-17"
"10101722","10101366","4","442-0099-1LT","12.00","EA","2","2021-02-17"
"10101722","10101366","5","222-0101-1LT","12.00","EA","2","2021-02-17"
"10101722","10101366","6","222-2165-1LT","6.00","EA","2","2021-02-17"
"10101723","10101352","1","430-5047-0.8LT","24.00","EA","2","2021-02-17"
"10101723","10101352","2","742-0000-0.2LT","24.00","EA","2","2021-02-17"
"10101724","10101363","1","083-9488-0.9LT","114.00","EA","2","2021-02-17"
"10101725","10101368","1","222-2515-1LT","17.00","EA","2","2021-02-17"
"10101726","10101369","1","534-0620-1LTSET","12.00","EA","2","2021-02-17"
"10101727","10101370","1","245-3195-1LT","6.00","EA","2","2021-02-17"
"10101728","10101371","1","222-0013-1LT","3.00","EA","2","2021-02-17"
"10101729","10101372","1","083-9488-0.9LT","6.00","EA","2","2021-02-17"
"10101730","10101373","1","245-3263-1LT","3.00","EA","2","2021-02-17"
"10101731","10101375","2","222-6241-1LT","6.00","EA","2","2021-02-17"
"10101732","10101386","1","083-2816-0.9LT","6.00","EA","3","2021-02-17"
"10101733","10101376","1","222-1239-1LT","5.00","EA","2","2021-02-17"
"10101733","10101376","2","222-2515-1LT","6.00","EA","2","2021-02-17"
"10101734","10101420","1","534-0600-1LTSET","6.00","EA","2","2021-02-17"
"10101735","10101485","1","281-A001-25KG","5.00","EA","2","2021-02-18"
"10101736","10101416","1","222-2833-1LT","30.00","EA","2","2021-02-18"
"10101736","10101416","2","245-1187-1LT","12.00","EA","2","2021-02-18"
"10101736","10101416","3","245-1542-1LT","22.00","EA","2","2021-02-18"
"10101737","10101413","1","327-0002-1LT","3.00","EA","2","2021-02-18"
"10101737","10101413","2","327-0020-1LT","1.00","EA","2","2021-02-18"
"10101737","10101413","3","327-2603-1LT","2.00","EA","2","2021-02-18"
"10101737","10101413","4","327-3623-1LT","1.00","EA","2","2021-02-18"
"10101737","10101413","5","327-4684-1LT","3.00","EA","2","2021-02-18"
"10101737","10101413","6","430-5047-0.8LT","12.00","EA","2","2021-02-18"
"10101737","10101413","7","741-0000-0.2LT","12.00","EA","2","2021-02-18"
"10101738","10101412","1","257-1258-1LT","4.00","EA","2","2021-02-18"
"10101738","10101412","2","257-1256-1LT","2.00","EA","2","2021-02-18"
"10101739","10101406","1","223-7631-1LT","6.00","EA","2","2021-02-18"
"10101739","10101406","2","223-9456-1LT","12.00","EA","2","2021-02-18"
"10101739","10101406","3","223-0231-1LT","12.00","EA","2","2021-02-18"
"10101740","10101407","1","245-3195-1LT","24.00","EA","2","2021-02-18"
"10101740","10101407","2","245-2752-1LT","6.00","EA","2","2021-02-18"
"10101741","10101405","1","268-A001-20LT","6.00","EA","2","2021-02-18"
"10101742","10101404","1","430-5050-1LTSET","18.00","EA","2","2021-02-18"
"10101742","10101404","2","222-0020-1LT","12.00","EA","2","2021-02-18"
"10101742","10101404","3","245-2770-1LT","3.00","EA","2","2021-02-18"
"10101742","10101404","4","245-5542-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","1","245-0035-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","2","245-1242-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","3","245-2214-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","4","245-2179-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","5","245-1093-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","6","245-3537-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","7","245-0118-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","8","245-1487-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","9","245-8479-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","10","245-2651-1LT","12.00","EA","2","2021-02-18"
"10101743","10101400","11","245-3118-1LT","12.00","EA","2","2021-02-18"
"10101743","10101400","12","245-2102-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","13","245-5542-1LT","6.00","EA","2","2021-02-18"
"10101743","10101400","14","222-2833-1LT","18.00","EA","2","2021-02-18"
"10101744","10101401","1","534-0001-1LTSET","150.00","EA","2","2021-02-18"
"10101744","10101401","2","534-0620-1LTSET","60.00","EA","2","2021-02-18"
"10101745","10101423","1","245-0020-1LT","12.00","EA","3","2021-02-18"
"10101746","10101415","1","222-1317-1LT","6.00","EA","2","2021-02-18"
"10101746","10101415","2","222-6352-1LT","6.00","EA","2","2021-02-18"
"10101747","10101421","1","222-1606-1LT","12.00","EA","2","2021-02-18"
"10101747","10101421","2","222-0022-1LT","24.00","EA","2","2021-02-18"
"10101748","10101396","1","222-0001-1LT","30.00","EA","2","2021-02-18"
"10101748","10101396","2","222-0013-1LT","6.00","EA","2","2021-02-18"
"10101748","10101396","3","222-2261-1LT","12.00","EA","2","2021-02-18"
"10101748","10101396","4","222-1093-1LT","12.00","EA","2","2021-02-18"
"10101748","10101396","5","222-6621-1LT","18.00","EA","2","2021-02-18"
"10101748","10101396","6","222-2515-1LT","1.00","EA","2","2021-02-18"
"10101749","10101411","1","222-0001-1LT","60.00","EA","2","2021-02-18"
"10101749","10101411","2","222-1239-1LT","24.00","EA","2","2021-02-18"
"10101750","10101414","1","245-1624-1LT","6.00","EA","2","2021-02-18"
"10101751","10101408","1","222-0001-1LT","18.00","EA","2","2021-02-18"
"10101751","10101408","2","534-0001-1LTSET","60.00","EA","2","2021-02-18"
"10101751","10101408","3","534-0620-1LTSET","18.00","EA","2","2021-02-18"
"10101752","10101425","1","222-0020-1LT","18.00","EA","2","2021-02-18"
"10101752","10101425","2","222-1316-1LT","12.00","EA","2","2021-02-18"
"10101752","10101425","3","222-4106-1LT","6.00","EA","2","2021-02-18"
"10101752","10101425","4","245-1089-1LT","30.00","EA","2","2021-02-18"
"10101752","10101425","5","245-0001-1LT","30.00","EA","2","2021-02-18"
"10101753","10101429","1","222-0001-1LT","12.00","EA","2","2021-02-18"
"10101753","10101429","2","222-2261-1LT","6.00","EA","2","2021-02-18"
"10101753","10101429","3","222-1741-1LT","6.00","EA","2","2021-02-18"
"10101753","10101429","4","430-5050-1LTSET","6.00","EA","2","2021-02-18"
"10101753","10101429","5","430-5054-1LTSET","6.00","EA","2","2021-02-18"
"10101753","10101429","6","442-0099-1LT","6.00","EA","2","2021-02-18"
"10101754","10101430","1","222-0001-1LT","12.00","EA","2","2021-02-18"
"10101754","10101430","2","222-0020-1LT","24.00","EA","2","2021-02-18"
"10101754","10101430","3","222-2165-1LT","6.00","EA","2","2021-02-18"
"10101754","10101430","5","222-2261-1LT","24.00","EA","2","2021-02-18"
"10101754","10101430","7","222-2103-1LT","12.00","EA","2","2021-02-18"
"10101754","10101430","10","245-0001-1LT","6.00","EA","2","2021-02-18"
"10101754","10101430","12","430-5050-1LTSET","12.00","EA","2","2021-02-18"
"10101755","10101427","1","083-2627-0.9LT","7.00","EA","2","2021-02-19"
"10101755","10101427","2","267-B001-2.5LT","8.00","EA","2","2021-02-19"
"10101756","10101399","2","222-0001-1LT","12.00","EA","2","2021-02-19"
"10101756","10101399","3","222-1673-1LT","18.00","EA","2","2021-02-19"
"10101756","10101399","4","534-0620-1LTSET","24.00","EA","2","2021-02-19"
"10101756","10101399","5","534-0001-1LTSET","12.00","EA","2","2021-02-19"
"10101757","10101397","1","222-0001-1LT","18.00","EA","2","2021-02-19"
"10101758","10101398","1","245-0001-1LT","12.00","EA","2","2021-02-19"
"10101758","10101398","2","245-3118-1LT","2.00","EA","2","2021-02-19"
"10101758","10101398","3","245-3168-1LT","2.00","EA","2","2021-02-19"
"10101758","10101398","4","245-3195-1LT","2.00","EA","2","2021-02-19"
"10101759","10101433","1","222-0001-1LT","30.00","EA","2","2021-02-19"
"10101760","10101436","1","245-4479-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","1","245-0001-1LT","48.00","EA","2","2021-02-19"
"10101761","10101438","4","245-2102-1LT","12.00","EA","2","2021-02-19"
"10101761","10101438","5","245-1685-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","7","245-3195-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","8","245-2190-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","9","245-1745-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","10","245-2770-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","11","245-3340-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","12","245-1089-1LT","6.00","EA","2","2021-02-19"
"10101761","10101438","6","245-3476-1LT","6.00","EA","2","2021-02-19"
"10101762","10101439","1","222-0001-1LT","60.00","EA","2","2021-02-19"
"10101763","10101440","1","222-0020-1LT","60.00","EA","2","2021-02-19"
"10101764","10101441","1","222-4563-1LT","48.00","EA","2","2021-02-19"
"10101764","10101441","2","222-1239-1LT","30.00","EA","2","2021-02-19"
"10101764","10101441","3","222-2833-1LT","36.00","EA","2","2021-02-19"
"10101764","10101441","4","222-7314-1LT","24.00","EA","2","2021-02-19"
"10101764","10101441","5","222-4792-1LT","6.00","EA","2","2021-02-19"
"10101764","10101441","6","222-6621-1LT","30.00","EA","2","2021-02-19"
"10101764","10101441","7","222-1730-1LT","6.00","EA","2","2021-02-19"
"10101764","10101441","8","222-1316-1LT","6.00","EA","2","2021-02-19"
"10101765","10101442","1","222-4563-1LT","12.00","EA","2","2021-02-19"
"10101765","10101442","3","222-2261-1LT","12.00","EA","2","2021-02-19"
"10101765","10101442","4","222-2165-1LT","6.00","EA","2","2021-02-19"
"10101765","10101442","5","245-0001-1LT","12.00","EA","2","2021-02-19"
"10101765","10101442","6","222-0001-1LT","6.00","EA","2","2021-02-19"
"10101765","10101442","7","222-4563-200ML","12.00","EA","2","2021-02-19"
"10101766","10101445","1","591-0001-20LT","3.00","EA","2","2021-02-19"
"10101767","10101446","1","245-8479-1LT","6.00","EA","2","2021-02-19"
"10101768","10101448","1","105-4660-0.9LTSET","6.00","EA","2","2021-02-19"
"10101769","10101443","1","281-B001-25KG","3.00","EA","2","2021-02-19"
"10101770","10101432","1","222-1685-1LT","6.00","EA","2","2021-02-19"
"10101770","10101432","2","222-1316-1LT","6.00","EA","2","2021-02-19"
"10101770","10101432","3","222-2871-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","1","222-2833-1LT","12.00","EA","2","2021-02-19"
"10101771","10101431","3","222-5542-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","4","222-2120-1LT","12.00","EA","2","2021-02-19"
"10101771","10101431","5","222-1730-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","6","222-1231-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","7","222-6237-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","8","222-0022-1LT","18.00","EA","2","2021-02-19"
"10101771","10101431","9","222-6246-1LT","3.00","EA","2","2021-02-19"
"10101771","10101431","10","222-0099-1LT","12.00","EA","2","2021-02-19"
"10101771","10101431","12","222-0116-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","13","222-3435-1LT","6.00","EA","2","2021-02-19"
"10101771","10101431","14","442-0099-1LT","12.00","EA","2","2021-02-19"
"10101771","10101431","16","430-5050-1LTSET","6.00","EA","2","2021-02-19"
"10101771","10101431","17","534-0620-1LTSET","12.00","EA","2","2021-02-19"
"10101771","10101431","18","534-0001-1LTSET","6.00","EA","2","2021-02-19"
"10101771","10101431","19","083-0001-0.9LT","6.00","EA","2","2021-02-19"
"10101771","10101431","20","083-2814-0.9LT","6.00","EA","2","2021-02-19"
"10101771","10101431","21","083-5541-0.9LT","6.00","EA","2","2021-02-19"
"10101772","10101434","1","222-7314-1LT","12.00","EA","2","2021-02-19"
"10101773","10101452","2","245-6237-1LT","6.00","EA","2","2021-02-19"
"10101773","10101452","3","245-4563-1LT","3.00","EA","2","2021-02-19"
"10101773","10101452","4","245-0001-1LT","3.00","EA","2","2021-02-19"
"10101773","10101452","5","222-4563-1LT","6.00","EA","2","2021-02-19"
"10101774","10101403","1","105-5476-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","2","105-1627-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","3","105-0315-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","5","105-3562-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","6","105-4660-0.9LTSET","18.00","EA","2","2021-02-19"
"10101774","10101403","7","105-0404-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","8","105-0020-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","9","105-4659-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","10","105-0001-0.9LTSET","12.00","EA","2","2021-02-19"
"10101774","10101403","11","245-1624-1LT","6.00","EA","2","2021-02-19"
"10101775","10101447","1","222-0001-1LT","36.00","EA","2","2021-02-19"
"10101776","10101444","2","245-0001-1LT","12.00","EA","2","2021-02-19"
"10101777","10101437","1","105-4660-0.9LTSET","12.00","EA","2","2021-02-19"
"10101778","10101426","1","327-7100-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","2","327-5634-1LT","2.00","EA","2","2021-02-19"
"10101778","10101426","3","327-3809-1LT","5.00","EA","2","2021-02-19"
"10101778","10101426","4","327-0002-1LT","10.00","EA","2","2021-02-19"
"10101778","10101426","5","327-4683-1LT","2.00","EA","2","2021-02-19"
"10101778","10101426","6","327-0195-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","7","327-5554-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","8","327-5263-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","9","327-0150-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","10","327-6017-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","11","222-2833-1LT","3.00","EA","2","2021-02-19"
"10101778","10101426","12","327-0101-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","13","327-0000-1LT","1.00","EA","2","2021-02-19"
"10101778","10101426","14","430-5050-1LTSET","60.00","EA","2","2021-02-19"
"10101779","10101410","1","430-5047-0.8LT","24.00","EA","2","2021-02-19"
"10101779","10101410","2","742-0000-0.2LT","24.00","EA","2","2021-02-19"
"10101780","10101435","1","245-1414-1LT","10.00","EA","2","2021-02-19"
"10101781","10101409","1","327-0020-1LT","3.00","EA","2","2021-02-19"
"10101781","10101409","2","327-3809-1LT","6.00","EA","2","2021-02-19"
"10101781","10101409","3","327-3623-1LT","3.00","EA","2","2021-02-19"
"10101781","10101409","4","327-0003-1LT","3.00","EA","2","2021-02-19"
"10101781","10101409","5","327-0408-1LT","1.00","EA","2","2021-02-19"
"10101781","10101409","6","327-3266-1LT","1.00","EA","2","2021-02-19"
"10101781","10101409","7","327-0000-1LT","3.00","EA","2","2021-02-19"
"10101781","10101409","8","327-0002-1LT","6.00","EA","2","2021-02-19"
"10101781","10101409","9","327-6454-1LT","1.00","EA","2","2021-02-19"
"10101782","10101424","1","245-1258-1LT","18.00","EA","2","2021-02-19"
"10101783","10101428","1","223-2168-1LT","12.00","EA","2","2021-02-19"
"10101784","10101374","2","145-0001-1LTSET","6.00",NULL,"2","2021-02-19"
"10101785","10101396","6","222-2515-1LT","11.00","EA","2","2021-02-19"
"10101786","10101396","7","430-5040-1LTSET","12.00","EA","2","2021-02-19"
"10101787","10101369","2","145-0001-1LTSET","9.00","EA","2","2021-02-19"
"10101788","10101406","1","223-7631-1LT","18.00","EA","2","2021-02-19"
